Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-07-21 12:24:02,17,88 Catherine Chen,0,0,0,0,0.46492434,0.41619968
2025-07-21 12:28:28,19,16 Sasha Baumann,0,0,0,0,0.35625854,0.5934794
