Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-09-11 23:34:05,3,24 Courtney Rachke,1,0,0,0,0.516129,0.8836978
2025-09-12 00:04:24,15,92 Sam DeVine,0,0,0,0,0.18817204,0.55467194
