Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-07-24 10:32:40,1,30 Caleb Moran,0,0,0,0,0.28494623,0.7922465
2025-07-24 10:59:29,6,05 Seokhee Burningham,0,0,0,0,0.7903226,0.28131214
2025-07-24 11:04:51,6,47 Penny Wu,0,0,0,0,0.18010753,0.73061633
2025-07-24 11:13:17,9,32 Sean McSweeney,0,0,0,0,0.51344085,0.21073559
